Using config local-gluetools-config.xml
sequenceID	gb_isolate	gb_host	gb_collection_year	gb_collection_month	gb_collection_month_day	gb_pubmed_id	gb_country_short	gb_place_sampled	gb_lab_construct	gb_isolation_source
KF514023	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF514024	-	Homo sapiens	2005	-	-	-	United Kingdom	-	false	serum
KF514025	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF514026	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF514027	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF514028	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF514029	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF514030	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF514031	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF514032	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF514033	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF514034	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF514035	-	Homo sapiens	2005	-	-	-	United Kingdom	-	false	serum
KF514036	-	Homo sapiens	2003	-	-	-	United Kingdom	-	false	serum
KF514037	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF514038	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF514039	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF514040	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF514041	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF514042	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF514043	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF514044	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF514045	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF514046	-	Homo sapiens	2005	-	-	-	United Kingdom	-	false	serum
KF514047	-	Homo sapiens	2005	-	-	-	United Kingdom	-	false	serum
KF514048	-	Homo sapiens	2005	-	-	-	United Kingdom	-	false	serum
KF514049	-	Homo sapiens	2005	-	-	-	United Kingdom	-	false	serum
KF514050	-	Homo sapiens	2006	-	-	-	United Kingdom	-	false	serum
KF514051	-	Homo sapiens	2006	-	-	-	United Kingdom	-	false	serum
KF514052	-	Homo sapiens	2006	-	-	-	United Kingdom	-	false	serum
KF514053	-	Homo sapiens	2005	-	-	-	United Kingdom	-	false	serum
KF514054	-	Homo sapiens	2006	-	-	-	United Kingdom	-	false	serum
KF514055	-	Homo sapiens	2005	-	-	-	United Kingdom	-	false	serum
KF514056	-	Homo sapiens	2003	-	-	-	United Kingdom	-	false	serum
KF514057	-	Homo sapiens	2006	-	-	-	United Kingdom	-	false	serum
KF514058	-	Homo sapiens	2006	-	-	-	United Kingdom	-	false	serum
KF514059	-	Homo sapiens	2006	-	-	-	United Kingdom	-	false	serum
KF514060	-	Homo sapiens	2006	-	-	-	United Kingdom	-	false	serum
KF514061	-	Homo sapiens	2006	-	-	-	United Kingdom	-	false	serum
KF514062	-	Homo sapiens	2006	-	-	-	United Kingdom	-	false	serum
KF514063	-	Homo sapiens	2006	-	-	-	United Kingdom	-	false	serum
KF514064	-	Homo sapiens	2006	-	-	-	United Kingdom	-	false	serum
KF514065	-	Homo sapiens	2006	-	-	-	United Kingdom	-	false	serum
KF514066	-	Homo sapiens	2006	-	-	-	United Kingdom	-	false	serum
KF514067	-	Homo sapiens	2000	-	-	-	United Kingdom	-	false	serum
KF514068	-	Homo sapiens	2006	-	-	-	United Kingdom	-	false	serum
KF514069	-	Homo sapiens	2005	-	-	-	United Kingdom	-	false	serum
KF514070	-	Homo sapiens	2006	-	-	-	United Kingdom	-	false	serum
KF514071	-	Homo sapiens	2006	-	-	-	United Kingdom	-	false	serum
KF514072	-	Homo sapiens	2006	-	-	-	United Kingdom	-	false	serum
KF514073	-	Homo sapiens	2006	-	-	-	United Kingdom	-	false	serum
KF514074	-	Homo sapiens	2006	-	-	-	United Kingdom	-	false	serum
KF514075	-	Homo sapiens	2006	-	-	-	United Kingdom	-	false	serum
KF514076	-	Homo sapiens	2006	-	-	-	United Kingdom	-	false	serum
KF514077	-	Homo sapiens	2006	-	-	-	United Kingdom	-	false	serum
KF514078	-	Homo sapiens	2003	-	-	-	United Kingdom	-	false	serum
KF514079	-	Homo sapiens	2006	-	-	-	United Kingdom	-	false	serum
KF514080	-	Homo sapiens	2006	-	-	-	United Kingdom	-	false	serum
KF514081	-	Homo sapiens	2006	-	-	-	United Kingdom	-	false	serum
KF514082	-	Homo sapiens	2006	-	-	-	United Kingdom	-	false	serum
KF514083	-	Homo sapiens	2006	-	-	-	United Kingdom	-	false	serum
KF514084	-	Homo sapiens	2006	-	-	-	United Kingdom	-	false	serum
KF514085	-	Homo sapiens	2006	-	-	-	United Kingdom	-	false	serum
KF514086	-	Homo sapiens	2006	-	-	-	United Kingdom	-	false	serum
KF514087	-	Homo sapiens	2006	-	-	-	United Kingdom	-	false	serum
KF514088	-	Homo sapiens	2006	-	-	-	United Kingdom	-	false	serum
KF514089	-	Homo sapiens	2003	-	-	-	United Kingdom	-	false	serum
KF514090	-	Homo sapiens	2006	-	-	-	United Kingdom	-	false	serum
KF514091	-	Homo sapiens	2006	-	-	-	United Kingdom	-	false	serum
KF514092	-	Homo sapiens	2006	-	-	-	United Kingdom	-	false	serum
KF514093	-	Homo sapiens	2006	-	-	-	United Kingdom	-	false	serum
KF514094	-	Homo sapiens	2006	-	-	-	United Kingdom	-	false	serum
KF514095	-	Homo sapiens	2006	-	-	-	United Kingdom	-	false	serum
KF514096	-	Homo sapiens	2006	-	-	-	United Kingdom	-	false	serum
KF514097	-	Homo sapiens	2006	-	-	-	United Kingdom	-	false	serum
KF514098	-	Homo sapiens	2006	-	-	-	United Kingdom	-	false	serum
KF514099	-	Homo sapiens	2006	-	-	-	United Kingdom	-	false	serum
KF514100	-	Homo sapiens	2004	-	-	-	United Kingdom	-	false	serum
KF546257	Philippines-HEV-6-43	-	2013	JUL	13	24591433	Philippines	-	false	river
KF546258	Philippines-HEV-6-41	-	2013	JUL	13	24591433	Philippines	-	false	river
KF546259	Philippines-HEV-6-38	-	2013	JUL	13	24591433	Philippines	-	false	river
KF546260	Philippines-HEV-6-33	-	2013	JUL	13	24591433	Philippines	-	false	river
KF546261	Philippines-HEV-6-26	-	2013	JUL	13	24591433	Philippines	-	false	river
KF546262	Philippines-HEV-6-25	-	2013	JUL	13	24591433	Philippines	-	false	river
KF546263	Philippines-HEV-5-36	-	2013	JUL	13	24591433	Philippines	-	false	river
KF546264	PhilippinesHEV-5-35	-	2013	JUL	13	24591433	Philippines	-	false	river
KF546265	Philippines-HEV-5-33	-	2013	JUL	13	24591433	Philippines	-	false	river
KF546266	Philippines-HEV-5-23	-	2013	JUL	13	24591433	Philippines	-	false	river
KF546267	Philippines-HEV-5-20	-	2013	JUL	13	24591433	Philippines	-	false	river
KF546268	Philippines-HEV-5-19	-	2013	JUL	13	24591433	Philippines	-	false	river
KF546269	Philippines-HEV-5-18	-	2013	JUL	13	24591433	Philippines	-	false	river
KF546270	Philippines-HEV-5-17	-	2013	JUL	13	24591433	Philippines	-	false	river
KF546271	Philippines-HEV-5-16	-	2013	JUL	13	24591433	Philippines	-	false	river
KF546272	Philippines-HEV-5-13	-	2013	JUL	13	24591433	Philippines	-	false	river
KF546273	Philippines-HEV-4-9	-	2013	JUL	13	24591433	Philippines	-	false	river
KF546274	Philippines-HEV-4-8	-	2013	JUL	13	24591433	Philippines	-	false	river
KF546275	Philippines-HEV-4-6	-	2013	JUL	13	24591433	Philippines	-	false	river
KF546276	Philippines-HEV-4-4	-	2013	JUL	13	24591433	Philippines	-	false	river
KF546277	Philippines-HEV-4-1	-	2013	JUL	13	24591433	Philippines	-	false	river
KF564242	HSJ-GB	Homo sapiens	2012	DEC	20	23987830	Portugal	-	false	feces
KF564244	CHN-LYG-RFS	Oryctolagus cuniculus	2013	FEB	3	-	China	Lianyungang City	false	serum
KF564245	CHN-LYG-RF1	Oryctolagus cuniculus	2013	FEB	3	-	China	Lianyungang City	false	feces
KF564246	CHN-LYG-RF2	Oryctolagus cuniculus	2013	FEB	3	-	China	Lianyungang City	false	feces
KF564247	CHN-LYG-RF3	Oryctolagus cuniculus	2013	FEB	3	-	China	Lianyungang City	false	feces
KF564248	CHN-LYG-RF4	Oryctolagus cuniculus	2013	FEB	3	-	China	Lianyungang City	false	feces
KF564249	CHN-LYG-RF5	Oryctolagus cuniculus	2013	FEB	3	-	China	Lianyungang City	false	feces
KF564250	CHN-LYG-RF6	Oryctolagus cuniculus	2013	FEB	3	-	China	Lianyungang City	false	feces
KF564251	CHN-LYG-RF7	Oryctolagus cuniculus	2013	FEB	3	-	China	Lianyungang City	false	feces
KF564252	CHN-LYG-RF8	Oryctolagus cuniculus	2013	FEB	3	-	China	Lianyungang City	false	feces
KF564253	CHN-LYG-RF9	Oryctolagus cuniculus	2013	FEB	3	-	China	Lianyungang City	false	feces
KF564254	CHN-LYG-RJ1	Oryctolagus cuniculus	2013	JUN	5	-	China	Lianyungang City	false	feces
KF564255	CHN-LYG-RJ2	Oryctolagus cuniculus	2013	JUN	5	-	China	Lianyungang City	false	feces
KF564256	CHN-LYG-RJ3	Oryctolagus cuniculus	2013	JUN	5	-	China	Lianyungang City	false	feces
KF564257	CHN-LYG-RJ4	Oryctolagus cuniculus	2013	JUN	5	-	China	Lianyungang City	false	feces
KF564258	CHN-LYG-RJ5	Oryctolagus cuniculus	2013	JUN	5	-	China	Lianyungang City	false	feces
KF564259	CHN-LYG-RJ6	Oryctolagus cuniculus	2013	JUN	5	-	China	Lianyungang City	false	feces
KF564260	CHN-LYG-SJ1	Sus scrofa	2013	JUN	5	-	China	Lianyungang City	false	feces
KF564261	CHN-LYG-SJ2	Sus scrofa	2013	JUN	5	-	China	Lianyungang City	false	feces
KF564262	CHN-LYG-SJ3	Sus scrofa	2013	JUN	5	-	China	Lianyungang City	false	feces
KF564263	CHN-LYG-SJ4	Sus scrofa	2013	JUN	5	-	China	Lianyungang City	false	feces
KF564264	CHN-LYG-SJ5	Sus scrofa	2013	JUN	5	-	China	Lianyungang City	false	feces
KF564265	CHN-LYG-SJ6	Sus scrofa	2013	JUN	5	-	China	Lianyungang City	false	feces
KF564266	CHN-LYG-SJ7	Sus scrofa	2013	JUN	5	-	China	Lianyungang City	false	feces
KF564267	CHN-LYG-SJ8	Sus scrofa	2013	JUN	5	-	China	Lianyungang City	false	feces
KF564268	CHN-LYG-SJ9	Sus scrofa	2013	JUN	5	-	China	Lianyungang City	false	feces
KF564269	CHN-LYG-SJ10	Sus scrofa	2013	JUN	5	-	China	Lianyungang City	false	feces
KF564270	CHN-LYG-SJ11	Sus scrofa	2013	JUN	5	-	China	Lianyungang City	false	feces
KF564271	CHN-LYG-SJ12	Sus scrofa	2013	JUN	5	-	China	Lianyungang City	false	feces
KF564272	CHN-LYG-SJ13	Sus scrofa	2013	JUN	5	-	China	Lianyungang City	false	feces
KF564273	CHN-LYG-SJ14	Sus scrofa	2013	JUN	5	-	China	Lianyungang City	false	feces
KF564274	CHN-LYG-SJ15	Sus scrofa	2013	JUN	5	-	China	Lianyungang City	false	feces
KF564275	CHN-LYG-SJ16	Sus scrofa	2013	JUN	5	-	China	Lianyungang City	false	feces
KF648530	rhBJ1	Oryctolagus cuniculus	2012	-	-	-	China	Beijing	false	feces
KF679999	He_Uy3	Homo sapiens	2010	-	-	24378037	Uruguay	-	false	-
KF680000	He_Uy4	Homo sapiens	2010	-	-	24378037	Uruguay	-	false	-
KF680001	He_Uy16	Homo sapiens	2013	-	-	24378037	Uruguay	-	false	-
KF691570	BDZF	Homo sapiens	2012	-	-	24140474	China	-	false	serum
KF691571	BDA11	Homo sapiens	2012	-	-	24140474	China	-	false	serum
KF691572	BDB11	Homo sapiens	2012	-	-	24140474	China	-	false	serum
KF691573	BDS1	Homo sapiens	2012	-	-	24140474	China	-	false	serum
KF691574	BDA14	Homo sapiens	2012	-	-	24140474	China	-	false	serum
KF691575	BDA16	Homo sapiens	2012	-	-	24140474	China	-	false	serum
KF691576	BDM2	Homo sapiens	2012	-	-	24140474	China	-	false	serum
KF691577	BDM5	Homo sapiens	2013	-	-	24140474	China	-	false	serum
KF691578	BDM7	Homo sapiens	2013	-	-	24140474	China	-	false	serum
KF691579	BDM9	Homo sapiens	2013	-	-	24140474	China	-	false	serum
KF691580	BDM12	Homo sapiens	2013	-	-	24140474	China	-	false	serum
KF691581	BDM16	Homo sapiens	2013	-	-	24140474	China	-	false	serum
KF691582	BDM17	Homo sapiens	2013	-	-	24140474	China	-	false	serum
KF691583	BDM18	Homo sapiens	2013	-	-	24140474	China	-	false	serum
KF691584	BDM23	Homo sapiens	2013	-	-	24140474	China	-	false	serum
KF691585	BDM24	Homo sapiens	2013	-	-	24140474	China	-	false	serum
KF691586	BDM29	Homo sapiens	2013	-	-	24140474	China	-	false	serum
KF691587	BDM30	Homo sapiens	2013	-	-	24140474	China	-	false	serum
KF691588	BDM31	Homo sapiens	2013	-	-	24140474	China	-	false	serum
KF691589	BDJ1	Homo sapiens	2012	-	-	24140474	China	-	false	serum
KF691590	BDJ2	Homo sapiens	2013	-	-	24140474	China	-	false	serum
KF691591	JZS3	Homo sapiens	2011	-	-	24140474	China	-	false	serum
KF691592	JZS21	Homo sapiens	2011	-	-	24140474	China	-	false	serum
KF691593	JZS26	Homo sapiens	2011	-	-	24140474	China	-	false	serum
KF691594	JZM10	Homo sapiens	2011	-	-	24140474	China	-	false	serum
KF691595	JZM12	Homo sapiens	2011	-	-	24140474	China	-	false	serum
KF691596	JZBP1	Homo sapiens	2011	-	-	24140474	China	-	false	serum
KF691597	JZT1	Homo sapiens	2011	-	-	24140474	China	-	false	serum
KF691598	JZH3	Homo sapiens	2011	-	-	24140474	China	-	false	serum
KF691599	JZH8	Homo sapiens	2011	-	-	24140474	China	-	false	serum
KF691600	JZH9	Homo sapiens	2012	-	-	24140474	China	-	false	serum
KF691601	JZH10	Homo sapiens	2012	-	-	24140474	China	-	false	serum
KF691602	JZH14	Homo sapiens	2012	-	-	24140474	China	-	false	serum
KF691603	JZH15	Homo sapiens	2012	-	-	24140474	China	-	false	serum
KF691604	JZH16	Homo sapiens	2012	-	-	24140474	China	-	false	serum
KF691605	JZH38	Homo sapiens	2012	-	-	24140474	China	-	false	serum
KF691606	JZH68	Homo sapiens	2012	-	-	24140474	China	-	false	serum
KF691607	JZH77	Homo sapiens	2012	-	-	24140474	China	-	false	serum
KF691608	JZH82	Homo sapiens	2012	-	-	24140474	China	-	false	serum
KF691609	JZH35A	Homo sapiens	2012	-	-	24140474	China	-	false	serum
KF691610	JZH44R	Homo sapiens	2012	-	-	24140474	China	-	false	serum
KF691611	BDM24	Homo sapiens	2013	-	-	24140474	China	-	false	serum
KF691612	BDJ1	Homo sapiens	2013	-	-	24140474	China	-	false	serum
KF703731	swYN11-9	Sus scrofa	2011	AUG	11	25187005	China	Yunnan Province	false	-
KF706392	DeerHEV267BO2013	deer	2011	-	-	-	Italy	-	false	serum
KF706393	DeerHEV268BO2013	deer	2011	-	-	-	Italy	-	false	serum
KF719308	swHEV-20468D-USA13	Sus scrofa	2013	-	-	24430450	United States	-	false	feces
KF719309	swHEV-19913-USA13	Sus scrofa	2013	-	-	24430450	United States	-	false	feces
KF719310	swHEV-19762B-USA13	Sus scrofa	2013	-	-	24430450	United States	-	false	feces
KF719311	sw15HEVBR	Sus scrofa	2012	-	-	-	Brazil	-	false	feces
KF719312	sw21HEVBR	Sus scrofa	2012	-	-	-	Brazil	-	false	feces
KF719313	sw28HEVBR	Sus scrofa	2012	-	-	-	Brazil	-	false	feces
KF719314	sw31HEVBR	Sus scrofa	2012	-	-	-	Brazil	-	false	feces
KF719315	sw35HEVBR	Sus scrofa	2012	-	-	-	Brazil	-	false	feces
KF719316	sw8HEVBR	Sus scrofa	2012	-	-	-	Brazil	-	false	feces
KF734739	CAR_08/336	Homo sapiens	2008	-	-	-	Central African Republic	Bangui	false	serum
KF734740	CAR_08/338	Homo sapiens	2008	-	-	-	Central African Republic	Bangui	false	serum
KF734741	CAR_08/344	Homo sapiens	2008	-	-	-	Central African Republic	Ouaka	false	serum
KF734742	CAR_08/346	Homo sapiens	2008	-	-	-	Central African Republic	Bangui	false	serum
KF734743	CAR_08/418	Homo sapiens	2008	-	-	-	Central African Republic	Bangui	false	serum
KF734744	CAR_08/419	Homo sapiens	2008	-	-	-	Central African Republic	Ouaka	false	serum
KF734745	CAR_08/432	Homo sapiens	2008	-	-	-	Central African Republic	Bangui	false	serum
KF734746	CAR_09/226	Homo sapiens	2009	-	-	-	Central African Republic	Lobaye	false	serum
KF734747	CAR_09/240	Homo sapiens	2009	-	-	-	Central African Republic	Bangui	false	serum
KF734748	CAR_09/251	Homo sapiens	2009	-	-	-	Central African Republic	Bangui	false	serum
KF734749	CAR_09/317	Homo sapiens	2009	-	-	-	Central African Republic	Bangui	false	serum
KF734750	CAR_09/671	Homo sapiens	2009	-	-	-	Central African Republic	Bangui	false	serum
KF734751	CAR_09/249	Homo sapiens	2009	-	-	-	Central African Republic	Bangui	false	serum
KF734752	CAR_09/685	Homo sapiens	2009	-	-	-	Central African Republic	Ombella-Mpoko	false	serum
KF734753	CAR_09/695	Homo sapiens	2009	-	-	-	Central African Republic	Bangui	false	serum
KF734754	CAR_09/700	Homo sapiens	2009	-	-	-	Central African Republic	Bangui	false	serum
KF734755	CAR_09/733	Homo sapiens	2009	-	-	-	Central African Republic	Bangui	false	serum
KF734756	CAR_09/735	Homo sapiens	2009	-	-	-	Central African Republic	Ombella-Mpoko	false	serum
KF734757	CAR_09/754	Homo sapiens	2009	-	-	-	Central African Republic	Nana-Mambere	false	serum
KF734758	CAR_09/758	Homo sapiens	2009	-	-	-	Central African Republic	Bangui	false	serum
KF734759	CAR_09/764	Homo sapiens	2009	-	-	-	Central African Republic	Bangui	false	serum
KF734760	CAR_09/212	Homo sapiens	2009	-	-	-	Central African Republic	Bangui	false	serum
KF734761	CAR_09/248	Homo sapiens	2009	-	-	-	Central African Republic	Ombella-Mpoko	false	serum
KF734762	CAR_09/744	Homo sapiens	2009	-	-	-	Central African Republic	Ouham-Pende	false	serum
KF736234	CHN-QH-Yak27	Bos grunniens	2013	-	-	-	China	-	false	-
KF751184	Fr-08V22	Homo sapiens	2008	OCT	29	-	France	-	false	serum
KF751185	PeGe	Homo sapiens	2011	NOV	10	-	Italy	-	false	serum
KF751218	AmbSCbaArg01	-	2010	SEP	1	25213209	Argentina	Cordoba	false	wastewater
KF751219	AmbRCbaArg02	-	2010	SEP	21	25213209	Argentina	Cordoba	false	river water
KF751220	AmbSCbaArg03	-	2011	MAR	1	25213209	Argentina	Cordoba	false	wastewater
KF751221	AmbSCbaArg04	-	2007	APR	1	25213209	Argentina	Cordoba	false	wastewater
KF765479	AmbSCbaArg01	-	2010	SEP	1	25213209	Argentina	Cordoba	false	wastewater
KF777253	JBDEL1	Homo sapiens	2012	JAN	10	-	India	-	false	serum sample
KF777254	JBDEL2	Homo sapiens	2012	JAN	16	-	India	-	false	serum sample
KF777255	JBDEL3	Homo sapiens	2012	JAN	31	-	India	-	false	serum sample
KF777256	JBDEL4	Homo sapiens	2012	FEB	4	-	India	-	false	serum sample
KF777257	JBDEL5	Homo sapiens	2012	MAR	23	-	India	-	false	serum sample
KF793829	SWHEVSAL15ITRM2012	-	2012	-	-	25462920	Italy	Rome	false	pig liver sausage
KF793830	SWHEVSAL83ITRM2012	-	2012	-	-	25462920	Italy	Rome	false	pig liver sausage
KF888259	SWHEV25BO2012	Sus scrofa	2012	-	-	-	Italy	-	false	feces
KF888260	SWHEV28BO2012	Sus scrofa	2012	-	-	-	Italy	-	false	feces
KF888261	SWHEV34BO2012	Sus scrofa	2012	-	-	-	Italy	-	false	feces
KF888262	SWHEV42BO2012	Sus scrofa	2012	-	-	-	Italy	-	false	feces
KF888263	SWHEV61BO2012	Sus scrofa	2012	-	-	-	Italy	-	false	feces
KF888264	SWHEV75BO2012	Sus scrofa	2012	-	-	-	Italy	-	false	feces
KF888265	SWHEV21BO2012	Sus scrofa	2012	-	-	26215443	Italy	-	false	feces
KF888266	SWHEV34BO2012	Sus scrofa	2012	-	-	26215443	Italy	-	false	feces
KF888267	SWHEV44BO2012	Sus scrofa	2012	-	-	26215443	Italy	-	false	feces
KF888268	SWHEV45BO2012	Sus scrofa	2012	-	-	26215443	Italy	-	false	feces
KF888269	SWHEV50BO2012	Sus scrofa	2012	-	-	26215443	Italy	-	false	feces
KF888270	SWHEV66BO2012	Sus scrofa	2012	-	-	26215443	Italy	-	false	feces
KF888271	SWHEV67BO2012	Sus scrofa	2012	-	-	26215443	Italy	-	false	feces
KF888272	SWHEV69BO2012	Sus scrofa	2012	-	-	26215443	Italy	-	false	feces
KF888273	SWHEV74BO2012	Sus scrofa	2012	-	-	26215443	Italy	-	false	feces
KF888274	SWHEV75BO2012	Sus scrofa	2012	-	-	26215443	Italy	-	false	feces
KF888275	SWHEV81BO2012	Sus scrofa	2012	-	-	26215443	Italy	-	false	feces
KF888276	SWHEV82BO2012	Sus scrofa	2012	-	-	26215443	Italy	-	false	feces
KF888277	SWHEV84BO2012	Sus scrofa	2012	-	-	26215443	Italy	-	false	feces
KF888278	SWHEV85BO2012	Sus scrofa	2012	-	-	26215443	Italy	-	false	feces
KF891380	ITswHEV1331	Sus scrofa	-	-	-	-	Italy	-	false	feces
KF896811	SWHEVSAL83ITRM2012	Sus scrofa	2012	-	-	-	Italy	Rome	false	liver sausage
KF896812	SwHEV19BO2012	Sus scrofa	2012	-	-	-	Italy	-	false	feces
KF896813	SWHEV20BO2012	Sus scrofa	2012	-	-	-	Italy	-	false	feces
KF896814	SWHEV21BO2012	Sus scrofa	2012	-	-	-	Italy	-	false	feces
KF896815	SWHEV50BO2012	Sus scrofa	2012	-	-	-	Italy	-	false	feces
KF896816	SWHEV61BO2012	Sus scrofa	2012	-	-	-	Italy	-	false	feces
KF896817	SWHEV64BO2012	Sus scrofa	2012	-	-	-	Italy	-	false	feces
KF896818	SWHEV66BO2012	Sus scrofa	2012	-	-	-	Italy	-	false	feces
KF896819	SWHEV67BO2012	Sus scrofa	2012	-	-	-	Italy	-	false	feces
KF896820	SWHEV69BO2012	Sus scrofa	2012	-	-	-	Italy	-	false	feces
KF896821	SWHEV74BO2012	Sus scrofa	2012	-	-	-	Italy	-	false	feces
KF896822	SWHEV75BO2012	Sus scrofa	2012	-	-	-	Italy	-	false	feces
KF896823	SWHEV76BO2012	Sus scrofa	2012	-	-	-	Italy	-	false	feces
KF896824	SWHEV81BO2012	Sus scrofa	2012	-	-	-	Italy	-	false	feces
KF896825	SWHEV84BO2012	Sus scrofa	2012	-	-	-	Italy	-	false	feces
KF896826	SWHEV85BO2012	Sus scrofa	2012	-	-	-	Italy	-	false	feces
KF921517	13110238	Homo sapiens	-	-	-	24478416	France	Marseille	false	-
KF921518	13110238	Homo sapiens	-	-	-	24478416	France	Marseille	false	-
KF922359	rt93100008	Homo sapiens	-	-	-	24482510	France	-	false	serum
KF939849	HEV/13RS366-1p	Sus scrofa	2012	MAY	11	-	Italy	-	false	feces
KF939850	HEV/13RS366-13p	Sus scrofa	2012	MAY	18	-	Italy	-	false	feces
KF939851	HEV/13RS366-16p	Sus scrofa	2012	MAY	18	-	Italy	-	false	feces
KF939852	HEV13RS366-25p	Sus scrofa	2012	SEP	19	-	Italy	-	false	feces
KF939853	HEV/13RS366-34p	Sus scrofa	2012	DEC	4	-	Italy	-	false	feces
KF939855	HEV/13RS985-3p	Sus scrofa	2013	MAY	3	-	Italy	-	false	feces
KF939856	HEV/13RS985-5p	Sus scrofa	2013	MAY	31	-	Italy	-	false	feces
KF939857	HEV/13RS985-7p	Sus scrofa	2013	JUN	28	-	Italy	-	false	feces
KF939858	HEV/13RS985-10p	Sus scrofa	2013	MAY	31	-	Italy	-	false	feces
KF939859	HEV/13RS366-1	Sus scrofa	2012	MAY	11	-	Italy	-	false	feces
KF939860	HEV/13RS366-13	Sus scrofa	2012	MAY	18	-	Italy	-	false	feces
KF939861	HEV/13RS366-16	Sus scrofa	2012	MAY	18	-	Italy	-	false	feces
KF939862	HEV13RS366-25	Sus scrofa	2012	SEP	19	-	Italy	-	false	feces
KF939863	HEV/13RS366-34	Sus scrofa	2012	DEC	4	-	Italy	-	false	feces
KF939864	HEV13RS366-35	Sus scrofa	2013	JAN	21	-	Italy	-	false	feces
KF939865	HEV/13RS985-3	Sus scrofa	2013	MAY	3	-	Italy	-	false	feces
KF939866	HEV/13RS985-5	Sus scrofa	2013	MAY	31	-	Italy	-	false	feces
KF939867	HEV/13RS985-7	Sus scrofa	2013	JUN	28	-	Italy	-	false	feces
KF939868	HEV/13RS985-10	Sus scrofa	2013	MAY	31	-	Italy	-	false	feces
KF951328	AlgSwe2012	Alces alces	2012	-	-	24296469	Sweden	-	false	liver
KF956527	-	Sus scrofa	2011	-	-	24929681	Canada	-	false	liver
KF956528	-	Sus scrofa	2011	-	-	24929681	Canada	-	false	liver
KF956529	-	Sus scrofa	2011	-	-	24929681	Canada	-	false	liver
KF956530	-	Sus scrofa	2012	-	-	24929681	Canada	-	false	liver
KF956531	-	Sus scrofa	2011	-	-	24929681	Canada	-	false	liver
KF956532	-	Sus scrofa	2011	-	-	24929681	Canada	-	false	liver
KF956533	-	Sus scrofa	2011	-	-	24929681	Canada	-	false	liver
KF956534	-	Sus scrofa	2012	-	-	24929681	Canada	-	false	liver
KF956535	-	Sus scrofa	2012	-	-	24929681	Canada	-	false	liver
KF956536	-	Sus scrofa	2012	-	-	24929681	Canada	-	false	liver
KF956537	-	Sus scrofa	2011	-	-	24929681	Canada	-	false	liver
KF956538	-	Sus scrofa	2011	-	-	24929681	Canada	-	false	liver
KF956539	-	Sus scrofa	2011	-	-	24929681	Canada	-	false	liver
KF956540	-	Sus scrofa	2011	-	-	24929681	Canada	-	false	liver
KF957726	-	Homo sapiens	2005	-	-	24372259	China	-	false	serum
