queryName	genotypeFinalClade	genotypeCladeBalance	genotypeClosestMemberAlignmentName	genotypeClosestMemberSourceName	genotypeClosestMemberSequenceID	subtypeFinalClade	subtypeCladeBalance	subtypeClosestMemberAlignmentName	subtypeClosestMemberSourceName	subtypeClosestMemberSequenceID
ncbi-hev/KF888273	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	AL_3_JQ953664	AL_3_JQ953664:63.60%, AL_3h:11.19%, AL_3_AB290312:10.23%, AL_3i:8.26%, AL_3c:3.98%, AL_3_AB369689:0.78%, AL_3a:0.73%, AL_3b:0.68%, AL_3j:0.55%	AL_3_JQ953664	ncbi-hev	JQ953664
ncbi-hev/KF888274	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	AL_3_JQ953664	AL_3_JQ953664:68.84%, AL_3h:10.50%, AL_3_AB290312:9.65%, AL_3i:7.63%, AL_3c:1.10%, AL_3_AB369689:0.65%, AL_3a:0.61%, AL_3b:0.56%, AL_3j:0.46%	AL_3_JQ953664	ncbi-hev	JQ953664
ncbi-hev/KF888275	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	-	AL_3i:21.28%, AL_3h:14.25%, AL_3_AB290312:13.04%, AL_3_JQ953664:25.28%, AL_3c:8.58%, AL_3_AB369689:5.01%, AL_3a:4.69%, AL_3b:4.35%, AL_3j:3.53%	-	-	-
ncbi-hev/KF888276	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	AL_3c	AL_3c:94.18%, AL_3i:3.55%, AL_3h:0.82%, AL_3_AB290312:0.76%, AL_3_JQ953664:0.70%	AL_3c	ncbi-hev	FJ705359
ncbi-hev/KF888277	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	AL_3_JQ953664	AL_3_JQ953664:78.03%, AL_3h:8.13%, AL_3_AB290312:7.48%, AL_3i:5.20%, AL_3c:0.37%, AL_3_AB369689:0.22%, AL_3a:0.21%, AL_3b:0.19%, AL_3j:0.16%	AL_3_JQ953664	ncbi-hev	JQ953664
ncbi-hev/KF888278	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	AL_3_JQ953664	AL_3_JQ953664:65.60%, AL_3h:11.48%, AL_3_AB290312:10.52%, AL_3i:8.39%, AL_3c:1.33%, AL_3_AB369689:0.76%, AL_3a:0.72%, AL_3b:0.66%, AL_3j:0.54%	AL_3_JQ953664	ncbi-hev	JQ953664
ncbi-hev/KF891380	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	AL_3f	AL_3f:85.67%, AL_3_KJ873911:5.11%, AL_3_EU360977:5.08%, AL_3_AB290313:2.84%, AL_3e:1.31%	AL_3f	ncbi-hev	AB369687
ncbi-hev/KF896811	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	-	-	-	-	-
ncbi-hev/KF896812	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	-	-	-	-	-
ncbi-hev/KF896813	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	AL_3g	AL_3g:90.27%, AL_3e:9.73%	AL_3g	ncbi-hev	AF455784
ncbi-hev/KF896814	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	AL_3e	AL_3e:100.00%	AL_3e	ncbi-hev	AB248521
ncbi-hev/KF896815	-	-	-	-	-	-	-	-	-	-
ncbi-hev/KF896816	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	AL_3_JQ953664	AL_3_JQ953664:74.55%, AL_3h:9.58%, AL_3_AB290312:8.65%, AL_3i:4.88%, AL_3c:2.34%	AL_3_JQ953664	ncbi-hev	JQ953664
ncbi-hev/KF896817	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	AL_3_JQ953664	AL_3_JQ953664:71.19%, AL_3h:10.66%, AL_3_AB290312:9.69%, AL_3i:5.65%, AL_3c:2.81%	AL_3_JQ953664	ncbi-hev	JQ953664
ncbi-hev/KF896818	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	AL_3_JQ953664	AL_3_JQ953664:74.45%, AL_3h:9.19%, AL_3_AB290312:8.28%, AL_3i:4.62%, AL_3c:2.19%, AL_3_AB369689:1.26%	AL_3_JQ953664	ncbi-hev	JQ953664
ncbi-hev/KF896819	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	AL_3_JQ953664	AL_3_JQ953664:74.41%, AL_3h:9.20%, AL_3_AB290312:8.30%, AL_3i:4.63%, AL_3c:2.19%, AL_3_AB369689:1.27%	AL_3_JQ953664	ncbi-hev	JQ953664
ncbi-hev/KF896820	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	AL_3_JQ953664	AL_3_JQ953664:82.03%, AL_3h:6.63%, AL_3_AB290312:6.03%, AL_3i:3.54%, AL_3c:1.78%	AL_3_JQ953664	ncbi-hev	JQ953664
ncbi-hev/KF896821	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	AL_3_JQ953664	AL_3_JQ953664:76.16%, AL_3h:9.53%, AL_3_AB290312:8.78%, AL_3i:5.53%	AL_3_JQ953664	ncbi-hev	JQ953664
ncbi-hev/KF896822	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	AL_3_JQ953664	AL_3_JQ953664:74.45%, AL_3h:9.19%, AL_3_AB290312:8.28%, AL_3i:4.62%, AL_3c:2.19%, AL_3_AB369689:1.26%	AL_3_JQ953664	ncbi-hev	JQ953664
ncbi-hev/KF896823	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	AL_3_JQ953664	AL_3_JQ953664:74.03%, AL_3h:9.32%, AL_3_AB290312:8.41%, AL_3i:4.70%, AL_3c:2.24%, AL_3_AB369689:1.29%	AL_3_JQ953664	ncbi-hev	JQ953664
ncbi-hev/KF896824	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	AL_3_JQ953664	AL_3_JQ953664:73.78%, AL_3h:9.84%, AL_3_AB290312:8.90%, AL_3i:5.05%, AL_3c:2.44%	AL_3_JQ953664	ncbi-hev	JQ953664
ncbi-hev/KF896825	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	AL_3_JQ953664	AL_3_JQ953664:78.81%, AL_3h:7.99%, AL_3_AB290312:7.21%, AL_3i:4.06%, AL_3c:1.94%	AL_3_JQ953664	ncbi-hev	JQ953664
ncbi-hev/KF896826	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	AL_3_JQ953664	AL_3_JQ953664:83.31%, AL_3h:6.14%, AL_3_AB290312:5.60%, AL_3i:3.29%, AL_3c:1.66%	AL_3_JQ953664	ncbi-hev	JQ953664
ncbi-hev/KF921517	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	AL_3i	AL_3i:63.11%, AL_3c:13.76%, AL_3h:7.68%, AL_3_AB290312:7.07%, AL_3_JQ953664:6.39%, AL_3_AB369689:0.94%, AL_3a:0.54%, AL_3b:0.51%	AL_3i	ncbi-hev	FJ998008
ncbi-hev/KF921518	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	AL_3i	AL_3i:61.68%, AL_3c:15.46%, AL_3h:8.16%, AL_3_AB290312:7.56%, AL_3_JQ953664:6.92%, AL_3_AB369689:0.14%, AL_3a:0.07%	AL_3i	ncbi-hev	FJ998008
ncbi-hev/KF922359	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	AL_3e	AL_3e:78.55%, AL_3_AB290313:5.81%, AL_3f:8.52%, AL_3_KJ873911:3.57%, AL_3_EU360977:3.55%	AL_3e	ncbi-hev	AB248521
ncbi-hev/KF939849	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	AL_3e	AL_3e:98.99%, AL_3_AB290313:1.01%	AL_3e	ncbi-hev	AB248521
ncbi-hev/KF939850	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	-	AL_3f:53.22%, AL_3_KJ873911:17.19%, AL_3_EU360977:17.61%, AL_3_AB290313:8.10%, AL_3e:3.46%, AL_3g:0.42%	-	-	-
ncbi-hev/KF939851	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	AL_3e	AL_3e:96.52%, AL_3_AB290313:0.95%, AL_3f:1.38%, AL_3_KJ873911:0.57%, AL_3_EU360977:0.57%	AL_3e	ncbi-hev	AB248521
ncbi-hev/KF939852	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	AL_3g	AL_3g:92.23%, AL_3e:7.77%	AL_3g	ncbi-hev	AF455784
ncbi-hev/KF939853	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	AL_3e	AL_3e:94.34%, AL_3_AB290313:1.52%, AL_3f:2.25%, AL_3_KJ873911:0.95%, AL_3_EU360977:0.94%	AL_3e	ncbi-hev	AB248521
ncbi-hev/KF939855	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	AL_3_EU360977	AL_3_EU360977:61.13%, AL_3_KJ873911:18.34%, AL_3f:14.82%, AL_3_AB290313:3.73%, AL_3e:1.98%	AL_3_EU360977	ncbi-hev	EU360977
ncbi-hev/KF939856	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	AL_3_JQ953664	AL_3_JQ953664:65.41%, AL_3h:12.79%, AL_3_AB290312:11.63%, AL_3i:6.79%, AL_3c:3.39%	AL_3_JQ953664	ncbi-hev	JQ953664
ncbi-hev/KF939857	AL_4	AL_4:100.00%	AL_4c	ncbi-hev	AB074915	AL_4d	AL_4d:97.90%, AL_4b:1.20%, AL_4e:0.90%	AL_4d	ncbi-hev	AJ272108
ncbi-hev/KF939858	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	-	AL_3_EU360977:50.91%, AL_3_KJ873911:22.72%, AL_3f:19.11%, AL_3_AB290313:4.82%, AL_3e:2.44%	-	-	-
ncbi-hev/KF939859	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	-	AL_3e:51.10%, AL_3_AB290313:13.35%, AL_3f:19.39%, AL_3_KJ873911:8.10%, AL_3_EU360977:8.07%	-	-	-
ncbi-hev/KF939860	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	-	AL_3f:51.22%, AL_3_KJ873911:17.47%, AL_3_EU360977:17.35%, AL_3_AB290313:9.56%, AL_3e:4.40%	-	-	-
ncbi-hev/KF939861	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	-	AL_3e:55.38%, AL_3_AB290313:12.22%, AL_3f:17.65%, AL_3_KJ873911:7.33%, AL_3_EU360977:7.30%, AL_3g:0.12%	-	-	-
ncbi-hev/KF939862	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	-	-	-	-	-
ncbi-hev/KF939863	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	AL_3e	AL_3e:83.10%, AL_3_AB290313:4.64%, AL_3f:6.70%, AL_3_KJ873911:2.78%, AL_3_EU360977:2.77%	AL_3e	ncbi-hev	AB248521
ncbi-hev/KF939864	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	-	AL_3f:59.73%, AL_3_KJ873911:14.28%, AL_3_EU360977:14.20%, AL_3_AB290313:7.99%, AL_3e:3.80%	-	-	-
ncbi-hev/KF939865	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	AL_3_KJ873911	AL_3_KJ873911:77.73%, AL_3_EU360977:10.35%, AL_3f:8.56%, AL_3_AB290313:2.18%, AL_3e:1.17%	AL_3_KJ873911	ncbi-hev	KJ873911
ncbi-hev/KF939866	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	AL_3_JQ953664	AL_3_JQ953664:84.98%, AL_3h:6.00%, AL_3_AB290312:5.53%, AL_3i:3.48%	AL_3_JQ953664	ncbi-hev	JQ953664
ncbi-hev/KF939867	AL_4	AL_4:100.00%	AL_4c	ncbi-hev	AB074915	AL_4d	AL_4d:99.04%, AL_4b:0.55%, AL_4e:0.41%	AL_4d	ncbi-hev	AJ272108
ncbi-hev/KF939868	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	AL_3_KJ873911	AL_3_KJ873911:77.23%, AL_3_EU360977:10.76%, AL_3f:8.68%, AL_3_AB290313:2.18%, AL_3e:1.16%	AL_3_KJ873911	ncbi-hev	KJ873911
ncbi-hev/KF951328	-	-	-	-	-	-	-	-	-	-
ncbi-hev/KF956527	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	AL_3a	AL_3a:86.45%, AL_3j:5.42%, AL_3b:3.74%, AL_3_AB369689:3.69%, AL_3i:0.69%	AL_3a	ncbi-hev	AF082843
ncbi-hev/KF956528	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	AL_3a	AL_3a:82.50%, AL_3j:6.89%, AL_3b:4.85%, AL_3_AB369689:4.79%, AL_3i:0.96%	AL_3a	ncbi-hev	AF082843
ncbi-hev/KF956529	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	AL_3a	AL_3a:92.00%, AL_3j:3.21%, AL_3b:2.21%, AL_3_AB369689:2.18%, AL_3i:0.40%	AL_3a	ncbi-hev	AF082843
ncbi-hev/KF956530	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	AL_3a	AL_3a:91.52%, AL_3j:3.45%, AL_3b:2.53%, AL_3_AB369689:2.50%	AL_3a	ncbi-hev	AF082843
ncbi-hev/KF956531	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	AL_3a	AL_3a:90.96%, AL_3j:3.60%, AL_3b:2.50%, AL_3_AB369689:2.47%, AL_3i:0.47%	AL_3a	ncbi-hev	AF082843
ncbi-hev/KF956532	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	-	AL_3b:36.72%, AL_3a:29.25%, AL_3_AB369689:16.52%, AL_3j:17.51%	-	-	-
ncbi-hev/KF956533	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	AL_3a	AL_3a:64.03%, AL_3j:12.63%, AL_3b:10.35%, AL_3_AB369689:10.42%, AL_3i:1.98%, AL_3h:0.24%, AL_3_AB290312:0.13%, AL_3_JQ953664:0.12%, AL_3c:0.11%	AL_3a	ncbi-hev	AF082843
ncbi-hev/KF956534	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	AL_3a	AL_3a:86.37%, AL_3j:5.61%, AL_3b:4.03%, AL_3_AB369689:3.99%	AL_3a	ncbi-hev	AF082843
ncbi-hev/KF956535	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	-	AL_3b:54.72%, AL_3a:16.88%, AL_3_AB369689:15.43%, AL_3j:12.39%, AL_3i:0.58%	-	-	-
ncbi-hev/KF956536	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	AL_3a	AL_3a:76.68%, AL_3j:8.73%, AL_3b:6.34%, AL_3_AB369689:6.34%, AL_3i:1.38%, AL_3h:0.16%, AL_3_AB290312:0.14%, AL_3_JQ953664:0.12%, AL_3c:0.11%	AL_3a	ncbi-hev	AF082843
ncbi-hev/KF956537	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	AL_3a	AL_3a:87.48%, AL_3j:5.12%, AL_3b:3.72%, AL_3_AB369689:3.68%	AL_3a	ncbi-hev	AF082843
ncbi-hev/KF956538	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	AL_3a	AL_3a:81.49%, AL_3j:7.56%, AL_3b:5.50%, AL_3_AB369689:5.44%	AL_3a	ncbi-hev	AF082843
ncbi-hev/KF956539	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	AL_3a	AL_3a:72.19%, AL_3j:10.19%, AL_3b:7.76%, AL_3_AB369689:7.83%, AL_3i:1.36%, AL_3h:0.21%, AL_3_AB290312:0.20%, AL_3_JQ953664:0.18%, AL_3c:0.08%	AL_3a	ncbi-hev	AF082843
ncbi-hev/KF956540	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	AL_3a	AL_3a:73.15%, AL_3j:10.29%, AL_3b:7.87%, AL_3_AB369689:7.93%, AL_3i:0.36%, AL_3h:0.11%, AL_3_AB290312:0.11%, AL_3_JQ953664:0.10%, AL_3c:0.09%	AL_3a	ncbi-hev	AF082843
ncbi-hev/KF957726	AL_4	AL_4:100.00%	AL_4c	ncbi-hev	AB074915	AL_4b	AL_4b:78.46%, AL_4d:4.50%, AL_4e:3.42%, AL_4a:2.79%, AL_4g:2.43%, AL_4f:2.03%, AL_4_AB369688:1.91%, AL_4c:1.82%, AL_4i:1.51%, AL_4h:1.14%	AL_4b	ncbi-hev	DQ279091
ncbi-hev/KF957727	AL_4	AL_4:100.00%	AL_4c	ncbi-hev	AB074915	AL_4i	AL_4i:99.43%, AL_4g:0.09%, AL_4f:0.08%, AL_4_AB369688:0.07%, AL_4c:0.07%, AL_4e:0.06%, AL_4b:0.05%, AL_4a:0.05%, AL_4d:0.05%, AL_4h:0.04%	AL_4i	ncbi-hev	DQ450072
ncbi-hev/KF957728	AL_4	AL_4:100.00%	AL_4c	ncbi-hev	AB074915	AL_4a	AL_4a:99.94%, AL_4e:0.06%	AL_4a	ncbi-hev	AB197673
ncbi-hev/KJ001824	AL_4	AL_4:100.00%	AL_4c	ncbi-hev	AB074915	AL_4b	AL_4b:98.97%, AL_4d:0.42%, AL_4e:0.33%, AL_4a:0.28%	AL_4b	ncbi-hev	DQ279091
ncbi-hev/KJ001825	AL_4	AL_4:100.00%	AL_4c	ncbi-hev	AB074915	AL_4b	AL_4b:96.90%, AL_4d:0.70%, AL_4e:0.55%, AL_4a:0.46%, AL_4g:0.41%, AL_4f:0.35%, AL_4_AB369688:0.33%, AL_4c:0.31%	AL_4b	ncbi-hev	DQ279091
ncbi-hev/KJ001826	AL_4	AL_4:100.00%	AL_4c	ncbi-hev	AB074915	AL_4b	AL_4b:89.25%, AL_4d:2.29%, AL_4e:1.78%, AL_4a:1.47%, AL_4g:1.29%, AL_4f:1.09%, AL_4_AB369688:1.03%, AL_4c:0.98%, AL_4i:0.82%	AL_4b	ncbi-hev	DQ279091
ncbi-hev/KJ001827	AL_4	AL_4:100.00%	AL_4c	ncbi-hev	AB074915	AL_4b	AL_4b:97.48%, AL_4d:0.83%, AL_4e:0.66%, AL_4a:0.55%, AL_4g:0.49%	AL_4b	ncbi-hev	DQ279091
ncbi-hev/KJ001828	AL_4	AL_4:100.00%	AL_4c	ncbi-hev	AB074915	AL_4b	AL_4b:96.99%, AL_4d:0.69%, AL_4e:0.54%, AL_4a:0.45%, AL_4g:0.39%, AL_4f:0.33%, AL_4_AB369688:0.31%, AL_4c:0.30%	AL_4b	ncbi-hev	DQ279091
ncbi-hev/KJ001829	AL_4	AL_4:100.00%	AL_4c	ncbi-hev	AB074915	AL_4b	AL_4b:91.04%, AL_4d:2.04%, AL_4e:1.59%, AL_4a:1.33%, AL_4g:1.17%, AL_4f:0.99%, AL_4_AB369688:0.94%, AL_4c:0.90%	AL_4b	ncbi-hev	DQ279091
ncbi-hev/KJ001830	AL_4	AL_4:100.00%	AL_4c	ncbi-hev	AB074915	AL_4b	AL_4b:94.11%, AL_4d:1.66%, AL_4e:1.31%, AL_4a:1.10%, AL_4g:0.97%, AL_4f:0.83%	AL_4b	ncbi-hev	DQ279091
ncbi-hev/KJ001831	AL_4	AL_4:100.00%	AL_4c	ncbi-hev	AB074915	AL_4b	AL_4b:96.56%, AL_4d:0.78%, AL_4e:0.61%, AL_4a:0.51%, AL_4g:0.45%, AL_4f:0.38%, AL_4_AB369688:0.36%, AL_4c:0.35%	AL_4b	ncbi-hev	DQ279091
ncbi-hev/KJ001832	AL_4	AL_4:100.00%	AL_4c	ncbi-hev	AB074915	AL_4b	AL_4b:97.39%, AL_4d:0.74%, AL_4e:0.58%, AL_4a:0.49%, AL_4g:0.43%, AL_4f:0.37%	AL_4b	ncbi-hev	DQ279091
ncbi-hev/KJ013414	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	AL_3ra	AL_3ra:100.00%	AL_3ra	ncbi-hev	FJ906895
ncbi-hev/KJ013415	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	AL_3ra	AL_3ra:100.00%	AL_3ra	ncbi-hev	FJ906895
ncbi-hev/KJ123761	AL_4	AL_4:100.00%	AL_4c	ncbi-hev	AB074915	AL_4d	AL_4d:89.62%, AL_4b:4.40%, AL_4e:3.24%, AL_4a:2.73%	AL_4d	ncbi-hev	AJ272108
ncbi-hev/KJ141160	AL_4	AL_4:100.00%	AL_4c	ncbi-hev	AB074915	AL_4d	AL_4d:85.85%, AL_4b:4.88%, AL_4e:3.58%, AL_4a:3.01%, AL_4g:2.68%	AL_4d	ncbi-hev	AJ272108
ncbi-hev/KJ141161	AL_4	AL_4:100.00%	AL_4c	ncbi-hev	AB074915	AL_4d	AL_4d:91.86%, AL_4b:3.45%, AL_4e:2.54%, AL_4a:2.15%	AL_4d	ncbi-hev	AJ272108
ncbi-hev/KJ141162	-	-	-	-	-	-	-	-	-	-
ncbi-hev/KJ141163	-	-	-	-	-	-	-	-	-	-
ncbi-hev/KJ155502	AL_4	AL_4:100.00%	AL_4c	ncbi-hev	AB074915	AL_4h	AL_4h:99.87%, AL_4c:0.06%, AL_4f:0.04%, AL_4g:0.02%, AL_4_AB369688:0.01%	AL_4h	ncbi-hev	GU119961
ncbi-hev/KJ174066	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	AL_3e	AL_3e:79.66%, AL_3_AB290313:5.55%, AL_3f:8.07%, AL_3_KJ873911:3.36%, AL_3_EU360977:3.35%	AL_3e	ncbi-hev	AB248521
ncbi-hev/KJ174067	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	-	AL_3e:55.62%, AL_3_AB290313:11.70%, AL_3f:16.39%, AL_3_KJ873911:6.69%, AL_3_EU360977:6.66%, AL_3g:2.93%	-	-	-
ncbi-hev/KJ174068	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	AL_3e	AL_3e:84.31%, AL_3_AB290313:4.34%, AL_3f:6.22%, AL_3_KJ873911:2.57%, AL_3_EU360977:2.56%	AL_3e	ncbi-hev	AB248521
ncbi-hev/KJ174069	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	AL_3e	AL_3e:79.41%, AL_3_AB290313:5.68%, AL_3f:8.16%, AL_3_KJ873911:3.38%, AL_3_EU360977:3.37%	AL_3e	ncbi-hev	AB248521
ncbi-hev/KJ174070	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	AL_3e	AL_3e:81.15%, AL_3_AB290313:4.98%, AL_3f:6.97%, AL_3_KJ873911:2.84%, AL_3_EU360977:2.83%, AL_3g:1.23%	AL_3e	ncbi-hev	AB248521
ncbi-hev/KJ174071	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	AL_3e	AL_3e:80.19%, AL_3_AB290313:5.14%, AL_3f:7.31%, AL_3_KJ873911:3.01%, AL_3_EU360977:3.00%, AL_3g:1.34%	AL_3e	ncbi-hev	AB248521
ncbi-hev/KJ174072	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	AL_3e	AL_3e:83.31%, AL_3_AB290313:4.59%, AL_3f:6.62%, AL_3_KJ873911:2.74%, AL_3_EU360977:2.73%	AL_3e	ncbi-hev	AB248521
ncbi-hev/KJ174073	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	AL_3e	AL_3e:100.00%	AL_3e	ncbi-hev	AB248521
ncbi-hev/KJ174074	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	-	AL_3_KJ873911:36.32%, AL_3_EU360977:33.84%, AL_3f:29.84%	-	-	-
ncbi-hev/KJ174075	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	AL_3e	AL_3e:91.12%, AL_3_AB290313:2.37%, AL_3f:3.53%, AL_3_KJ873911:1.49%, AL_3_EU360977:1.48%	AL_3e	ncbi-hev	AB248521
ncbi-hev/KJ174076	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	AL_3e	AL_3e:85.79%, AL_3_AB290313:3.79%, AL_3f:5.65%, AL_3_KJ873911:2.39%, AL_3_EU360977:2.38%	AL_3e	ncbi-hev	AB248521
ncbi-hev/KJ174077	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	AL_3e	AL_3e:87.18%, AL_3_AB290313:3.43%, AL_3f:5.10%, AL_3_KJ873911:2.15%, AL_3_EU360977:2.14%	AL_3e	ncbi-hev	AB248521
ncbi-hev/KJ174078	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	AL_3e	AL_3e:92.37%, AL_3_AB290313:3.03%, AL_3f:4.60%	AL_3e	ncbi-hev	AB248521
ncbi-hev/KJ174079	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	AL_3e	AL_3e:95.88%, AL_3_AB290313:1.13%, AL_3f:1.52%, AL_3_KJ873911:0.61%, AL_3_EU360977:0.61%, AL_3g:0.25%	AL_3e	ncbi-hev	AB248521
ncbi-hev/KJ174080	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	AL_3e	AL_3e:91.87%, AL_3_AB290313:2.18%, AL_3f:3.01%, AL_3_KJ873911:1.22%, AL_3_EU360977:1.21%, AL_3g:0.51%	AL_3e	ncbi-hev	AB248521
ncbi-hev/KJ174081	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	AL_3e	AL_3e:94.28%, AL_3_AB290313:1.52%, AL_3f:2.11%, AL_3_KJ873911:0.86%, AL_3_EU360977:0.86%, AL_3g:0.37%	AL_3e	ncbi-hev	AB248521
ncbi-hev/KJ174082	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	AL_3e	AL_3e:93.05%, AL_3_AB290313:1.93%, AL_3f:2.58%, AL_3_KJ873911:1.02%, AL_3_EU360977:1.02%, AL_3g:0.40%	AL_3e	ncbi-hev	AB248521
ncbi-hev/KJ174083	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	AL_3e	AL_3e:93.05%, AL_3_AB290313:1.93%, AL_3f:2.58%, AL_3_KJ873911:1.02%, AL_3_EU360977:1.02%, AL_3g:0.40%	AL_3e	ncbi-hev	AB248521
ncbi-hev/KJ174084	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	AL_3e	AL_3e:94.07%, AL_3_AB290313:1.58%, AL_3f:2.19%, AL_3_KJ873911:0.89%, AL_3_EU360977:0.89%, AL_3g:0.38%	AL_3e	ncbi-hev	AB248521
ncbi-hev/KJ183065	-	-	-	-	-	-	-	-	-	-
ncbi-hev/KJ427814	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	-	AL_3c:60.77%, AL_3i:39.23%	-	-	-
ncbi-hev/KJ427815	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	-	AL_3c:39.14%, AL_3i:60.86%	-	-	-
ncbi-hev/KJ427816	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	AL_3i	AL_3c:34.02%, AL_3i:65.98%	AL_3i	ncbi-hev	FJ998008
ncbi-hev/KJ451629	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	AL_3e	AL_3e:68.99%, AL_3_AB290313:8.26%, AL_3f:11.46%, AL_3_KJ873911:4.66%, AL_3_EU360977:4.64%, AL_3g:2.00%	AL_3e	ncbi-hev	AB248521
ncbi-hev/KJ451630	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	-	AL_3e:59.30%, AL_3_AB290313:10.99%, AL_3f:15.05%, AL_3_KJ873911:6.07%, AL_3_EU360977:6.04%, AL_3g:2.54%	-	-	-
